991829568205017090,0,1,824638479904624640,2018-05-02 23:59:31,Analytics;bigdata;data;technews;Technews;Tech
991829372393869312,0,0,767045042762645504,2018-05-02 23:58:44,geeks;programmer;techstartup;devlife;code;hr;css;html;linux;developers;devhumor;javascript;reactjs;python;AI;humancapital;machinelearning;datascience;bigdata;startuplife;computerscience;entrepreneur;techhumor
991829365104283649,0,0,352615777,2018-05-02 23:58:42,opendata;smartcities;bigdata;ai
991829021439688710,0,1,816794873357619200,2018-05-02 23:57:20,bigdata
991828726643085313,0,1,104541724,2018-05-02 23:56:10,BigData;TalkData2Me
991828568702423045,0,0,352615777,2018-05-02 23:55:32,opendata;smartcities;bigdata;ai
991828561588772865,0,7,20998868,2018-05-02 23:55:31,APAC;BigData;Analytics;MachineLearning;ML;ArtificalIntelligence;AI;Cloud;IoT
991828561156714496,14,3,848424798308794368,2018-05-02 23:55:30,IoT;InternetOfThings;technology;TechStartups;strategy;BusinessIntelligence;BigData
991827939091152896,1,2,2349076153,2018-05-02 23:53:02,IoT;IIoT;AI;BigData;IndustrialIoT;InternetOfThings;DigitalTransformation;Industry40;business;technology;DataAnalytics
991827679669313536,0,0,2795481396,2018-05-02 23:52:00,IoT;bigdata;sustainability;IIoT
991827633112535041,0,0,352615777,2018-05-02 23:51:49,opendata;smartcities;bigdata;ai
991827516271792128,0,0,729520274257764357,2018-05-02 23:51:21,bigdata
991827511863578624,0,0,729515443602358272,2018-05-02 23:51:20,bigdata
991827471552086016,0,0,727784307192791040,2018-05-02 23:51:11,bigdata
991827449557250050,2,1,246033684,2018-05-02 23:51:05,bigtech;tech;bigtechbacklash;nlp;machinelearning;ai;bigdata;dataviz
991827430896799744,0,0,614478146,2018-05-02 23:51:01,Data;BigData;Recruiting
991827426001944576,1,1,377520542,2018-05-02 23:51:00,bigdata;music
991827315024949248,0,0,352615777,2018-05-02 23:50:33,opendata;smartcities;bigdata;ai
991827193180258304,5,6,49242625,2018-05-02 23:50:04,bigdata;Analytics;IoT;blockchain;supplychain;digitalsupplychain;machinelearning
991826986443173888,0,0,730341559934189569,2018-05-02 23:49:15,bigdata
991826984882917377,0,0,730341559934189569,2018-05-02 23:49:15,bigdata
991826983452663813,0,0,730341559934189569,2018-05-02 23:49:14,bigdata
991826981397331968,0,0,730341559934189569,2018-05-02 23:49:14,bigdata
991826979363188736,0,0,730341559934189569,2018-05-02 23:49:13,bigdata
991826978079694848,1,0,727794541542014976,2018-05-02 23:49:13,bigdata
991826977714855936,0,0,730341559934189569,2018-05-02 23:49:13,bigdata
991826975768612865,0,0,730341559934189569,2018-05-02 23:49:12,bigdata
991826974149619713,0,0,730341559934189569,2018-05-02 23:49:12,bigdata
991826972467716096,0,0,730341559934189569,2018-05-02 23:49:12,bigdata
991826969783361536,0,0,730341559934189569,2018-05-02 23:49:11,bigdata
991826967933661184,0,0,730341559934189569,2018-05-02 23:49:11,bigdata
991826966373457920,0,0,730341559934189569,2018-05-02 23:49:10,bigdata
991826894592073731,2,1,352615777,2018-05-02 23:48:53,opendata;smartcities;bigdata;ai
991826565985132545,0,3,748944268681547776,2018-05-02 23:47:35,privacymatters;bigdata;cybersecurity;simpledata
991826512671264769,0,0,2769604731,2018-05-02 23:47:22,BigData;DataScience;PredictiveAnalytics;gender;discrimination;fintech;Insurtech
991826379573547009,0,5,47153922,2018-05-02 23:46:50,thoughtleader;disruptive;bigdata
991826271318478848,0,1,739007181626839041,2018-05-02 23:46:24,fintech;blockchain;bigdata
991826180721475584,1,2,2374416325,2018-05-02 23:46:03,bigdata
991826124199137280,4,1,2162697578,2018-05-02 23:45:49,Technology;BigData;AI;FinTech;GDPR;SME;Tax
991825932901142528,0,0,744812384443760641,2018-05-02 23:45:04,InternetofThings;IoT;Enterprise;Tech;AI;BigData;ML;CyberSecurity
991825826353172480,3,0,713845037180796928,2018-05-02 23:44:38,IoT;BigData;sensors;AI;cloud;Connected;analytics;cognitive;communication;tech;smartapps
991825414661312514,1,0,912986766164054017,2018-05-02 23:43:00,HR;tech;HRM;bigdata;futureofwork;FutureHR;Digital;Work;HRtech
991825216685850626,2,3,346591913,2018-05-02 23:42:13,ARVO2018;data;ophthalmology;BigData;ArtificialIntelligence
991824918898794498,0,0,471305471,2018-05-02 23:41:02,BigData;Analytics;Discovery
991824897335812096,1,0,317156510,2018-05-02 23:40:57,AI;5G;cloud;BigData;smartcity;Huawei
991824711813337089,1,0,17449590,2018-05-02 23:40:13,BigData;DataCollection;CustomerData;BI;Analytics
991824680351825920,1,1,2965977125,2018-05-02 23:40:05,Bigdata;medicalrecords;Oreilly;strata;NYC
991824048714797056,6,6,3145295054,2018-05-02 23:37:35,CryptoCurrency;Business;CryptoCurrencies;Blockchain;Etherum;Bitcoin;Litecoin;altcoin;Crypto;BTC;ETH;LTC;IoT;IIoT;tech;mining;Cryptography;BigData;security;trading;StockMarket;Investment
991823780099055616,0,0,352615777,2018-05-02 23:36:31,opendata;smartcities;bigdata;ai
991823725216530433,0,0,2175779702,2018-05-02 23:36:17,bigdata
991823533943685122,16,19,467513287,2018-05-02 23:35:32,DataScience;MachineLearning;ArtificialIntelligence;NLP;AI;IoT;BigData
991823529648775169,0,0,2965977125,2018-05-02 23:35:31,speaker;bigdata;medicalrecords
991823524821168128,0,0,1473596329,2018-05-02 23:35:30,CEO;Bank;Crypto;barclays;fintech;infosec;BigData;CFO;business;technology
991823508291244032,0,0,36032128,2018-05-02 23:35:26,Banking;data;AI;bigdata;regulation;dataprivacy;DataAnalytics;finserv;bankingtech
991823504541736960,0,2,250305664,2018-05-02 23:35:25,DataScience;analytics;bigdata;AI
991823486933962757,4,4,918112383628963841,2018-05-02 23:35:21,DataScience;MachineLearning;DeepLearning;Insurance;NLP;Robots;AI;IoT;BigData
991823399281483777,0,0,909009874498940928,2018-05-02 23:35:00,RSI;BTO;crowdsale;Ethereum;SPC;trading;LOOM;BigData;decentralized;AIT;ETH
991823206158921730,0,0,3443875098,2018-05-02 23:34:14,bigdata
991823197128536064,1,0,990957270241562624,2018-05-02 23:34:12,networking;gbit;DataCenter;networks;infrastructures;BigData
991823186705768450,0,1,3443726472,2018-05-02 23:34:09,bigdata
991822969386291200,0,0,287836809,2018-05-02 23:33:17,smartdataco;bigdata
991822817267208192,0,0,235298793,2018-05-02 23:32:41,bigdata;cloud
991822398449176577,2,1,935091154667876353,2018-05-02 23:31:01,AI;MachineLearning;DeepLearning;BigData;Fintech;Insurtech;Datascience;ML;DL;Robotics;HealthTech;NeuralNetworks;martech;tech;Tech;Fi
991822389326606337,1,2,27768893,2018-05-02 23:30:59,BigData;IoT
991822359442141184,0,0,909009874498940928,2018-05-02 23:30:52,RSI;cryptolife;smartcontract;BigData;BTO;AIT;RISE;ICO;fintech;Crypto;MEDIC
991822315708190721,0,0,909009874498940928,2018-05-02 23:30:41,RSI;ICO;cryptocurrency;trading;BigData;MEDIC;PST;cryptolife;bitcointalk;bitcoins
991822261245136896,0,0,3240325433,2018-05-02 23:30:28,tech;science;bigdata;mobile;innovation;awesome;startups
991822256534884353,0,0,784684019984240640,2018-05-02 23:30:27,BigData
991822255041720320,0,0,784684019984240640,2018-05-02 23:30:27,BigData
991822237757050881,10,9,715797742036062208,2018-05-02 23:30:23,customerexperience;CX;UX;UserExperience;DigitalMarketing;Analytics;BigData
991822233281679361,0,0,874885241810427904,2018-05-02 23:30:22,Marketing;automationtool;MarketingAnalytics;insights2action;AdvancedAnalytics;BigData
991822212469575680,1,4,3114422673,2018-05-02 23:30:17,digitaltransformation;IoT;BigData;AI;Innovation
991822185806401536,8,9,338489470,2018-05-02 23:30:10,Blockchain;HPE_iot;HM18;InternetofThings;IoT;BigData;distributedledger
991822184606830593,0,0,909009874498940928,2018-05-02 23:30:10,RSI;LOOM;DAPP;RISE;ICO;AltCoins;cryptolife;PST;AIT;BigData;tokensale;Blockchain
991822153719996416,0,0,793721694741561344,2018-05-02 23:30:03,bigdata;iot;analytics;ai
991822142261153792,1,2,15367997,2018-05-02 23:30:00,BigData;chatbots;bitcoin
991821643881287680,1,2,45155656,2018-05-02 23:28:01,SecDef;Huawei;ZTE;AI;BigData;Analytics;BusinessIntelligence;DataScience;DigitalTransformation;CyberSecurity;InfoSec;Robotics;DataBreach;Hacking;CyberAttack
991821643784826881,0,0,979066438626365440,2018-05-02 23:28:01,bigdata;datascience;dataanalytics
991821327077199875,23,39,18854457,2018-05-02 23:26:46,CloudNative;BigData;IoT;API;DevOps;CIO;AWS;SDDC;Monitoring;FinTech;Blockchain;Bitcoin;Serverless;SmartCities;AI;ArtificialIntelligence;MachineLearning;DeepLearning;DigitalTransformation
991821181664841729,14,7,2975134426,2018-05-02 23:26:11,CIO;AI;bigdata;fintech
991820903938973696,4,5,80289077,2018-05-02 23:25:05,ML;Retail;IoT;Azure;BI;BigData;Mpgvip;defstar5;makeyourownlane;DigitalTransformation
991820600179134465,0,0,974132755872305152,2018-05-02 23:23:52,DeepLearning;IoT;BigData
991820587906617344,0,0,3033092453,2018-05-02 23:23:49,IoT;customerexperience;disruption;innovation;digital;businessmodel;bigdata;blockchain;crypto
991820470784876544,0,0,2965977125,2018-05-02 23:23:22,BigData;HealthRecord
991820134464610305,0,0,727592059385827330,2018-05-02 23:22:01,BigData
991819891593359360,1,3,832992224812097538,2018-05-02 23:21:03,EdTech;BigData
991819837956505600,0,0,973881138526720000,2018-05-02 23:20:51,BigData;MachineLearning;AI;IoT
991819798228029440,0,0,624662289,2018-05-02 23:20:41,microsoft;bigdata;machinelearning
991819678875037696,0,0,22554305,2018-05-02 23:20:13,BigData;AI;MachineLearning
991819622755241985,0,0,974144123480494080,2018-05-02 23:19:59,jobs;automation;AI;Robotics;DeepLearning;MachineLearning;IoT;BigData;RPA
991819438268829696,0,0,438617261,2018-05-02 23:19:15,BigData;Digital;Technology
991819382178316288,2,1,438617261,2018-05-02 23:19:02,BigData;Digital;Technology
991819350649769984,2,1,722519266671480832,2018-05-02 23:18:54,EdgeComputing;IoT;BigData;IIoT;Cloud;DigitalTransformation
991819317430968320,2,2,278669717,2018-05-02 23:18:47,EdgeComputing;IoT;BigData;IIoT;Cloud;DigitalTransformation
991819278868414465,1,0,14134396,2018-05-02 23:18:37,EdgeComputing;IoT;BigData;IIoT;Cloud;DigitalTransformation
991818941587582976,1,0,20998868,2018-05-02 23:17:17,BigData
991818940929191936,0,0,29251246,2018-05-02 23:17:17,Sydney;Melbourne;Australia;bigdata
991818940908093441,1,2,973880024360108032,2018-05-02 23:17:17,AI;DeepLearning;MachineLearning;Innovation;IoT;BigData;HealthTech
991818735970287616,0,1,352615777,2018-05-02 23:16:28,opendata;smartcities;bigdata;ai
991818522081677313,0,1,36032128,2018-05-02 23:15:37,banks;data;consumers;banks;fraud;identitytheft;banking;dataprivacy;bigdata;regulation;fintech
